Value,Count,bps_aoi,evt_aoi,Freq,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,FRG_NEW,ACRES,REL_PERCEN,Freq_1,ACRES_1,REL_PERCEN_1,Freq_12,EVT_NAME,EVT_PHYS,EVT_GP_N,ACRES_12,REL_PERCEN_12
3922,66.000000000000000,1604,7310,35168.000000000000000,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,II-A,7821.000000000000000,0.000000000000000,1057685.000000000000000,235223.000000000000000,0.400000000000000,1057685.000000000000000,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,235223.000000000000000,0.400000000000000
3923,216.000000000000000,1570,7301,1082879.000000000000000,13940_50_51,North-Central Interior Oak Savanna,Hardwood,66,184,5,5,I-A,240826.000000000000000,0.400000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
3924,137.000000000000000,2724,7421,9728213.000000000000000,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,230,-9999,40,34,I-C,2163502.000000000000000,3.400000000000000,3118.000000000000000,693.000000000000000,0.000000000000000,3118.000000000000000,Central Tallgrass Prairie,Grassland,Tallgrass Prairie,693.000000000000000,0.000000000000000
3925,9.000000000000000,1604,9682,35168.000000000000000,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,II-A,7821.000000000000000,0.000000000000000,2855.000000000000000,635.000000000000000,0.000000000000000,2855.000000000000000,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies,635.000000000000000,0.000000000000000
3926,11155.000000000000000,1590,7314,2525064.000000000000000,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,I-B,561561.000000000000000,0.900000000000000,193227.000000000000000,42973.000000000000000,0.100000000000000,193227.000000000000000,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest,42973.000000000000000,0.100000000000000
3927,391.000000000000000,1596,7310,12904172.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,2869819.000000000000000,4.600000000000000,1057685.000000000000000,235223.000000000000000,0.400000000000000,1057685.000000000000000,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,235223.000000000000000,0.400000000000000
3928,266.000000000000000,1606,7314,86321.000000000000000,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,III-A,19197.000000000000000,0.000000000000000,193227.000000000000000,42973.000000000000000,0.100000000000000,193227.000000000000000,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest,42973.000000000000000,0.100000000000000
3929,46.000000000000000,1604,9683,35168.000000000000000,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,II-A,7821.000000000000000,0.000000000000000,102219.000000000000000,22733.000000000000000,0.000000000000000,102219.000000000000000,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies,22733.000000000000000,0.000000000000000
3930,4.000000000000000,1601,7421,239779.000000000000000,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,I-A,53326.000000000000000,0.100000000000000,3118.000000000000000,693.000000000000000,0.000000000000000,3118.000000000000000,Central Tallgrass Prairie,Grassland,Tallgrass Prairie,693.000000000000000,0.000000000000000
3931,2.000000000000000,1604,9179,35168.000000000000000,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,II-A,7821.000000000000000,0.000000000000000,122019.000000000000000,27136.000000000000000,0.000000000000000,122019.000000000000000,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests,27136.000000000000000,0.000000000000000
3932,11.000000000000000,1612,7909,143284.000000000000000,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,II-C,31866.000000000000000,0.100000000000000,19847.000000000000000,4414.000000000000000,0.000000000000000,19847.000000000000000,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland,4414.000000000000000,0.000000000000000
3933,1976.000000000000000,1599,9177,438262.000000000000000,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,I-A,97467.000000000000000,0.200000000000000,284459.000000000000000,63262.000000000000000,0.100000000000000,284459.000000000000000,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian,Atlantic Swamp Forests,63262.000000000000000,0.100000000000000
3934,5.000000000000000,1568,9111,1045355.000000000000000,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,Conifer,250,1468,-9999,213,V-A,232481.000000000000000,0.400000000000000,15550.000000000000000,3458.000000000000000,0.000000000000000,15550.000000000000000,Laurentian Acidic Rocky Outcrop Woodland,Conifer,Jack Pine Forest,3458.000000000000000,0.000000000000000
3935,59.000000000000000,1612,7906,143284.000000000000000,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,II-C,31866.000000000000000,0.100000000000000,659226.000000000000000,146608.000000000000000,0.200000000000000,659226.000000000000000,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,146608.000000000000000,0.200000000000000
3936,45.000000000000000,1608,9679,19222645.000000000000000,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,III-B,4275013.000000000000000,6.800000000000001,8697.000000000000000,1934.000000000000000,0.000000000000000,8697.000000000000000,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,1934.000000000000000,0.000000000000000
3937,18258.000000000000000,1574,7302,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
3938,24.000000000000000,1609,9679,164784.000000000000000,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,V-B,36647.000000000000000,0.100000000000000,8697.000000000000000,1934.000000000000000,0.000000000000000,8697.000000000000000,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,1934.000000000000000,0.000000000000000
3939,1237.000000000000000,1599,9183,438262.000000000000000,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,I-A,97467.000000000000000,0.200000000000000,90619.000000000000000,20153.000000000000000,0.000000000000000,90619.000000000000000,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies,20153.000000000000000,0.000000000000000
3940,10.000000000000000,1609,7240,164784.000000000000000,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,V-B,36647.000000000000000,0.100000000000000,543822.000000000000000,120943.000000000000000,0.200000000000000,543822.000000000000000,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,120943.000000000000000,0.200000000000000
3941,38881.000000000000000,1570,9817,1082879.000000000000000,13940_50_51,North-Central Interior Oak Savanna,Hardwood,66,184,5,5,I-A,240826.000000000000000,0.400000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
3942,82.000000000000000,1609,7366,164784.000000000000000,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,V-B,36647.000000000000000,0.100000000000000,3509499.000000000000000,780494.000000000000000,1.200000000000000,3509499.000000000000000,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,780494.000000000000000,1.200000000000000
3943,22.000000000000000,1612,7295,143284.000000000000000,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,II-C,31866.000000000000000,0.100000000000000,218808.000000000000000,48662.000000000000000,0.100000000000000,218808.000000000000000,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,48662.000000000000000,0.100000000000000
3944,3.000000000000000,1610,9679,4922287.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1094690.000000000000000,1.700000000000000,8697.000000000000000,1934.000000000000000,0.000000000000000,8697.000000000000000,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,1934.000000000000000,0.000000000000000
3945,10.000000000000000,1607,7421,1954276.000000000000000,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,III-A,434621.000000000000000,0.700000000000000,3118.000000000000000,693.000000000000000,0.000000000000000,3118.000000000000000,Central Tallgrass Prairie,Grassland,Tallgrass Prairie,693.000000000000000,0.000000000000000
3946,923.000000000000000,1612,7311,143284.000000000000000,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,II-C,31866.000000000000000,0.100000000000000,687171.000000000000000,152823.000000000000000,0.200000000000000,687171.000000000000000,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Black Oak Woodland and Savanna,152823.000000000000000,0.200000000000000
3947,505.000000000000000,1612,7314,143284.000000000000000,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,II-C,31866.000000000000000,0.100000000000000,193227.000000000000000,42973.000000000000000,0.100000000000000,193227.000000000000000,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest,42973.000000000000000,0.100000000000000
3948,31.000000000000000,1612,9679,143284.000000000000000,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,II-C,31866.000000000000000,0.100000000000000,8697.000000000000000,1934.000000000000000,0.000000000000000,8697.000000000000000,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,1934.000000000000000,0.000000000000000
3949,8.000000000000000,1607,9679,1954276.000000000000000,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,III-A,434621.000000000000000,0.700000000000000,8697.000000000000000,1934.000000000000000,0.000000000000000,8697.000000000000000,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,1934.000000000000000,0.000000000000000
3950,185.000000000000000,1598,9178,14313095.000000000000000,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,112,243,-9999,76,III-A,3183156.000000000000000,5.100000000000000,562366.000000000000000,125067.000000000000000,0.200000000000000,562366.000000000000000,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests,125067.000000000000000,0.200000000000000
3951,375.000000000000000,1561,9601,21703713.000000000000000,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,V-B,4826790.000000000000000,7.700000000000000,14067.000000000000000,3128.000000000000000,0.000000000000000,14067.000000000000000,Great Lakes Dune Grassland,Grassland,Atlantic Dunes and Grasslands,3128.000000000000000,0.000000000000000
3952,306.000000000000000,2726,9601,8528868.000000000000000,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,230,-9999,40,34,I-C,1896775.000000000000000,3.000000000000000,14067.000000000000000,3128.000000000000000,0.000000000000000,14067.000000000000000,Great Lakes Dune Grassland,Grassland,Atlantic Dunes and Grasslands,3128.000000000000000,0.000000000000000
3953,1.000000000000000,1593,9180,3454813.000000000000000,13440_41,Boreal Jack Pine-Black Spruce Forest,Conifer,82,-9999,-9999,82,IV-A,768332.000000000000000,1.200000000000000,255881.000000000000000,56907.000000000000000,0.100000000000000,255881.000000000000000,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies,56907.000000000000000,0.100000000000000
3954,10185.000000000000000,1578,7302,144639.000000000000000,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,V-A,32167.000000000000000,0.100000000000000,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
3955,2450.000000000000000,1578,7362,144639.000000000000000,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,V-A,32167.000000000000000,0.100000000000000,4623228.000000000000000,1028181.000000000000000,1.600000000000000,4623228.000000000000000,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland,1028181.000000000000000,1.600000000000000
3956,714.000000000000000,1578,7238,144639.000000000000000,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,V-A,32167.000000000000000,0.100000000000000,4140440.000000000000000,920812.000000000000000,1.500000000000000,4140440.000000000000000,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,920812.000000000000000,1.500000000000000
3957,13956.000000000000000,1574,7977,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,9834796.000000000000000,2187206.000000000000000,3.500000000000000,9834796.000000000000000,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland,2187206.000000000000000,3.500000000000000
3958,1018.000000000000000,1574,7908,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,684418.000000000000000,152211.000000000000000,0.200000000000000,684418.000000000000000,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous,152211.000000000000000,0.200000000000000
3959,6022.000000000000000,1574,7974,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,14263552.000000000000000,3172138.000000000000000,5.100000000000000,14263552.000000000000000,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop,3172138.000000000000000,5.100000000000000
3960,792.000000000000000,1574,7925,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,370793.000000000000000,82462.000000000000000,0.100000000000000,370793.000000000000000,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest,82462.000000000000000,0.100000000000000
3961,5696.000000000000000,1574,7299,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,8686208.000000000000000,1931766.000000000000000,3.100000000000000,8686208.000000000000000,Developed-Roads,Developed-Roads,Developed-Roads,1931766.000000000000000,3.100000000000000
3962,1120.000000000000000,1574,7905,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,1134481.000000000000000,252303.000000000000000,0.400000000000000,1134481.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest,252303.000000000000000,0.400000000000000
3963,427.000000000000000,1574,7301,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,15695115.000000000000000,3490510.000000000000000,5.600000000000000,15695115.000000000000000,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Aspen-Birch Forest,3490510.000000000000000,5.600000000000000
3964,1858.000000000000000,1574,9817,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,7265979.000000000000000,1615915.000000000000000,2.600000000000000,7265979.000000000000000,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,1615915.000000000000000,2.600000000000000
3965,1087.000000000000000,1574,9089,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,11525389.000000000000000,2563185.000000000000000,4.100000000000000,11525389.000000000000000,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,2563185.000000000000000,4.100000000000000
3966,1965.000000000000000,1574,7978,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,1031780.000000000000000,229462.000000000000000,0.400000000000000,1031780.000000000000000,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,229462.000000000000000,0.400000000000000
3967,1102.000000000000000,1599,9683,438262.000000000000000,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,I-A,97467.000000000000000,0.200000000000000,102219.000000000000000,22733.000000000000000,0.000000000000000,102219.000000000000000,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies,22733.000000000000000,0.000000000000000
3968,153.000000000000000,1574,9112,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,9752844.000000000000000,2168980.000000000000000,3.500000000000000,9752844.000000000000000,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,2168980.000000000000000,3.500000000000000
3969,389.000000000000000,1574,7366,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,3509499.000000000000000,780494.000000000000000,1.200000000000000,3509499.000000000000000,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,780494.000000000000000,1.200000000000000
3970,21.000000000000000,1641,9117,4975.000000000000000,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,II-C,1106.000000000000000,0.000000000000000,2876326.000000000000000,639680.000000000000000,1.000000000000000,2876326.000000000000000,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,639680.000000000000000,1.000000000000000
3971,7445.000000000000000,1583,9183,4749187.000000000000000,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,V-B,1056194.000000000000000,1.700000000000000,90619.000000000000000,20153.000000000000000,0.000000000000000,90619.000000000000000,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies,20153.000000000000000,0.000000000000000
3972,291.000000000000000,1574,7906,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,659226.000000000000000,146608.000000000000000,0.200000000000000,659226.000000000000000,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,146608.000000000000000,0.200000000000000
3973,1247.000000000000000,1574,7296,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,1480081.000000000000000,329162.000000000000000,0.500000000000000,1480081.000000000000000,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity,329162.000000000000000,0.500000000000000
3974,2100.000000000000000,1574,7481,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,38719682.000000000000000,8611050.000000000000000,13.699999999999999,38719682.000000000000000,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,8611050.000000000000000,13.699999999999999
3975,531.000000000000000,1574,7297,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,702037.000000000000000,156129.000000000000000,0.200000000000000,702037.000000000000000,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity,156129.000000000000000,0.200000000000000
3976,66.000000000000000,1606,9679,86321.000000000000000,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,III-A,19197.000000000000000,0.000000000000000,8697.000000000000000,1934.000000000000000,0.000000000000000,8697.000000000000000,North-Central Interior Floodplain Shrubland,Riparian,Eastern Floodplain Forests,1934.000000000000000,0.000000000000000
3977,4648.000000000000000,1599,7310,438262.000000000000000,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,I-A,97467.000000000000000,0.200000000000000,1057685.000000000000000,235223.000000000000000,0.400000000000000,1057685.000000000000000,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,235223.000000000000000,0.400000000000000
3978,269.000000000000000,1600,9683,349777.000000000000000,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,I-A,77789.000000000000000,0.100000000000000,102219.000000000000000,22733.000000000000000,0.000000000000000,102219.000000000000000,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies,22733.000000000000000,0.000000000000000
3979,329.000000000000000,1609,7314,164784.000000000000000,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,V-B,36647.000000000000000,0.100000000000000,193227.000000000000000,42973.000000000000000,0.100000000000000,193227.000000000000000,North-Central Interior Maple-Basswood Forest,Hardwood,Beech-Maple-Basswood Forest,42973.000000000000000,0.100000000000000
3980,369.000000000000000,1574,7970,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,531522.000000000000000,118208.000000000000000,0.200000000000000,531522.000000000000000,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,118208.000000000000000,0.200000000000000
3981,3197.000000000000000,1563,9117,475344.000000000000000,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,123,49,76,24,I-C,105714.000000000000000,0.200000000000000,2876326.000000000000000,639680.000000000000000,1.000000000000000,2876326.000000000000000,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,639680.000000000000000,1.000000000000000
3982,49.000000000000000,1584,9601,252650.000000000000000,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,56188.000000000000000,0.100000000000000,14067.000000000000000,3128.000000000000000,0.000000000000000,14067.000000000000000,Great Lakes Dune Grassland,Grassland,Atlantic Dunes and Grasslands,3128.000000000000000,0.000000000000000
3983,1460.000000000000000,1574,7240,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,543822.000000000000000,120943.000000000000000,0.200000000000000,543822.000000000000000,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,120943.000000000000000,0.200000000000000
3984,41.000000000000000,1574,9317,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,563683.000000000000000,125360.000000000000000,0.200000000000000,563683.000000000000000,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub,125360.000000000000000,0.200000000000000
3985,13823.000000000000000,1578,7466,144639.000000000000000,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,V-A,32167.000000000000000,0.100000000000000,174152.000000000000000,38730.000000000000000,0.100000000000000,174152.000000000000000,Great Lakes Wooded Dune and Swale,Riparian,Inland Marshes and Prairies,38730.000000000000000,0.100000000000000
3986,9.000000000000000,1598,9677,14313095.000000000000000,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,112,243,-9999,76,III-A,3183156.000000000000000,5.100000000000000,20964.000000000000000,4662.000000000000000,0.000000000000000,20964.000000000000000,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests,4662.000000000000000,0.000000000000000
3987,599.000000000000000,1574,9315,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,2453129.000000000000000,545563.000000000000000,0.900000000000000,2453129.000000000000000,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest,545563.000000000000000,0.900000000000000
3988,60.000000000000000,1606,9682,86321.000000000000000,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,III-A,19197.000000000000000,0.000000000000000,2855.000000000000000,635.000000000000000,0.000000000000000,2855.000000000000000,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies,635.000000000000000,0.000000000000000
3989,866.000000000000000,1578,9315,144639.000000000000000,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,V-A,32167.000000000000000,0.100000000000000,2453129.000000000000000,545563.000000000000000,0.900000000000000,2453129.000000000000000,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest,545563.000000000000000,0.900000000000000
3990,448.000000000000000,1617,7302,5803.000000000000000,13100_51,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,161,160,11,9,I-B,1291.000000000000000,0.000000000000000,70287407.000000000000000,15631543.000000000000000,24.899999999999999,70287407.000000000000000,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,15631543.000000000000000,24.899999999999999
3991,926.000000000000000,1584,9314,252650.000000000000000,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,56188.000000000000000,0.100000000000000,390782.000000000000000,86908.000000000000000,0.100000000000000,390782.000000000000000,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest,86908.000000000000000,0.100000000000000
3992,1019.000000000000000,1578,7239,144639.000000000000000,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,V-A,32167.000000000000000,0.100000000000000,3271491.000000000000000,727562.000000000000000,1.200000000000000,3271491.000000000000000,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,727562.000000000000000,1.200000000000000
3993,430.000000000000000,1574,9312,67175.000000000000000,14090_50_64,Great Lakes Alvar,Conifer,439,3247,-9999,387,V-A,14939.000000000000000,0.000000000000000,3690556.000000000000000,820760.000000000000000,1.300000000000000,3690556.000000000000000,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation,820760.000000000000000,1.300000000000000
3994,739.000000000000000,1578,7241,144639.000000000000000,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,V-A,32167.000000000000000,0.100000000000000,2690522.000000000000000,598358.000000000000000,1.000000000000000,2690522.000000000000000,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,598358.000000000000000,1.000000000000000
3995,490.000000000000000,1578,7905,144639.000000000000000,14660_50_51,Great Lakes Wooded Dune and Swale,Riparian,3715,536,-9999,468,V-A,32167.000000000000000,0.100000000000000,1134481.000000000000000,252303.000000000000000,0.400000000000000,1134481.000000000000000,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest,252303.000000000000000,0.400000000000000
